Article;ArticleNo;Info;StartDate;StartTime;EndDate;EndTime;CyclusTime (s);BendTime (s)
5000107302;SX;STAND 27.10.00 AGGIUNGERE CALAMITE SU CARICO;25.10.2017;14:45:35.687;25.10.2017;14:46:27.787;52.1;43.1
5000107302;SX;STAND 27.10.00 AGGIUNGERE CALAMITE SU CARICO;25.10.2017;14:46:15.353;25.10.2017;14:47:07.553;52.2;43.2
5000107302;SX;STAND 27.10.00 AGGIUNGERE CALAMITE SU CARICO;25.10.2017;14:46:44.837;25.10.2017;14:47:37.437;52.6;43.7
5000107302;SX;STAND 27.10.00 AGGIUNGERE CALAMITE SU CARICO;25.10.2017;14:48:04.980;25.10.2017;14:48:57.580;52.6;43.6
5000107302;SX;STAND 27.10.00 AGGIUNGERE CALAMITE SU CARICO;25.10.2017;14:48:31.870;25.10.2017;14:49:24.470;52.6;43.8
5000107302;SX;STAND 27.10.00 AGGIUNGERE CALAMITE SU CARICO;25.10.2017;14:49:54.950;25.10.2017;14:50:47.350;52.4;43.6
5000107302;SX;STAND 27.10.00 AGGIUNGERE CALAMITE SU CARICO;25.10.2017;14:50:30.103;25.10.2017;14:51:22.203;52.1;43.1
5000107302;SX;STAND 27.10.00 AGGIUNGERE CALAMITE SU CARICO;25.10.2017;14:51:23.463;25.10.2017;14:52:16.063;52.6;43.8
5000107302;SX;STAND 27.10.00 AGGIUNGERE CALAMITE SU CARICO;25.10.2017;14:52:35.587;25.10.2017;14:53:27.387;51.8;43.1
5000107302;SX;STAND 27.10.00 AGGIUNGERE CALAMITE SU CARICO;25.10.2017;14:52:52.817;25.10.2017;14:53:45.617;52.8;44.0
5000107302;SX;STAND 27.10.00 AGGIUNGERE CALAMITE SU CARICO;25.10.2017;14:53:45.540;25.10.2017;14:54:38.140;52.6;43.7
5000107302;SX;STAND 27.10.00 AGGIUNGERE CALAMITE SU CARICO;25.10.2017;14:54:39.073;25.10.2017;14:55:31.573;52.5;43.5
5000107302;SX;STAND 27.10.00 AGGIUNGERE CALAMITE SU CARICO;25.10.2017;14:55:55.193;25.10.2017;14:56:47.793;52.6;43.8
5000107302;SX;STAND 27.10.00 AGGIUNGERE CALAMITE SU CARICO;25.10.2017;14:56:35.313;25.10.2017;14:57:27.313;52.0;43.2
5000107302;SX;STAND 27.10.00 AGGIUNGERE CALAMITE SU CARICO;25.10.2017;14:57:41.067;25.10.2017;14:59:52.967;131.9;44.1
CI1XX14-12R0;MODELLO;STAND 27.10.00;25.10.2017;16:52:35.087;25.10.2017;16:55:14.887;159.8;153.7
CI1XX14-12R0;MODELLO;STAND 27.10.00;25.10.2017;17:48:06.740;25.10.2017;17:50:16.640;129.9;88.6

Automatic

StartDate;StartTime;StopDate;StopTime
25.10.2017;09:40:39.767;25.10.2017;09:41:48.920
25.10.2017;09:42:19.637;25.10.2017;11:30:14.427
25.10.2017;11:30:32.717;25.10.2017;11:34:33.407
25.10.2017;11:43:31.260;25.10.2017;11:43:37.247
25.10.2017;11:51:35.307;25.10.2017;11:51:55.733
25.10.2017;11:52:20.910;25.10.2017;11:53:24.933
25.10.2017;11:53:49.617;25.10.2017;11:53:58.863
25.10.2017;11:55:08.220;25.10.2017;11:55:10.683
25.10.2017;11:55:49.170;25.10.2017;11:55:57.817
25.10.2017;11:56:43.497;25.10.2017;11:56:59.200
25.10.2017;11:57:55.903;25.10.2017;11:59:03.240
25.10.2017;11:59:38.730;25.10.2017;11:59:47.470
25.10.2017;12:01:07.980;25.10.2017;12:02:47.430
25.10.2017;12:07:26.437;25.10.2017;12:08:38.327
25.10.2017;12:10:06.427;25.10.2017;12:15:07.393
25.10.2017;12:16:28.647;25.10.2017;12:57:15.077
25.10.2017;12:59:38.753;25.10.2017;13:31:35.273
25.10.2017;13:32:55.980;25.10.2017;14:20:58.347
25.10.2017;14:22:29.593;25.10.2017;15:00:16.497
25.10.2017;16:09:37.330;25.10.2017;16:12:07.040
25.10.2017;16:15:19.950;25.10.2017;16:17:20.787
25.10.2017;16:17:39.333;25.10.2017;16:19:01.807
25.10.2017;16:20:07.367;25.10.2017;16:20:27.140
25.10.2017;16:27:56.177;25.10.2017;16:28:32.987
25.10.2017;16:32:47.447;25.10.2017;16:33:14.007
25.10.2017;16:52:29.090;25.10.2017;16:55:31.383
25.10.2017;17:47:57.440;25.10.2017;17:50:30.200
